CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09,ttlincg2,famincg2
7970,96,96,96,96,96,96,96,96,2,2
7971,96,96,96,96,96,96,96,96,1,1
7972,7,10,2,8,10,10,4,2,4,4
7973,96,96,96,96,96,96,96,96,1,6
7974,96,96,96,96,96,96,96,96,1,2
7975,7,10,7,7,10,10,7,7,2,3
7976,96,96,96,96,96,96,96,96,2,3
7977,10,2,10,10,10,8,7,9,5,6
7978,96,96,96,96,96,96,96,96,1,3
7979,8,96,7,9,5,2,9,10,1,6
7980,96,96,96,96,96,96,96,96,3,6
7981,96,96,96,96,96,96,96,96,1,2
7982,7,96,10,10,3,5,10,8,1,6
7983,8,8,9,9,10,8,9,9,3,3
7984,10,6,6,10,7,1,10,10,3,6
7985,96,96,96,96,96,96,96,96,2,2
7986,96,96,96,96,96,96,96,96,1,1
7987,96,96,96,96,96,96,96,96,3,3
7988,96,96,96,96,96,96,96,96,1,2
7989,8,7,8,9,10,6,8,8,4,6
7990,10,10,10,10,4,3,10,10,4,5
7991,8,0,10,10,0,5,10,10,3,3
7992,10,0,8,10,0,5,8,10,3,3
7993,96,96,96,96,96,96,96,96,1,1
7994,10,2,10,10,0,2,6,10,2,6
7995,8,0,8,10,0,4,9,8,2,5
7996,10,2,9,10,0,2,5,8,6,6
7997,7,8,8,9,3,6,7,9,2,2
7998,96,96,96,96,96,96,96,96,1,1
7999,8,4,0,5,10,5,10,10,2,2
8000,7,3,9,10,2,3,10,10,5,5
8001,96,96,96,96,96,96,96,96,1,1
8002,96,96,96,96,96,96,96,96,1,1
8003,8,5,10,10,10,3,10,10,4,6
8004,6,96,8,10,10,5,4,10,1,4
8005,96,96,96,96,96,96,96,96,3,5
8006,9,7,9,9,9,4,8,9,2,2
8007,10,96,8,10,0,0,10,10,2,3
8008,10,5,10,10,4,5,9,10,2,4
8009,96,96,96,96,96,96,96,96,1,2
8010,10,5,10,10,4,2,6,10,6,6
8011,10,96,6,10,0,10,7,8,4,4
8012,8,8,10,10,10,5,8,10,4,4
8013,10,5,10,10,5,5,8,10,4,6
8014,10,10,9,10,9,6,6,10,1,1
8015,10,96,8,10,4,4,7,8,3,3
8016,96,96,96,96,96,96,96,96,2,2
8017,7,10,7,5,10,10,7,10,3,6
8018,10,5,8,9,9,3,9,10,3,5
8019,96,96,96,96,96,96,96,96,3,3
8020,96,96,96,96,96,96,96,96,2,2
8021,96,96,96,96,96,96,96,96,2,4
8022,96,96,96,96,96,96,96,96,1,2
8023,96,96,96,96,96,96,96,96,1,1
8024,96,96,96,96,96,96,96,96,2,2
8025,96,96,96,96,96,96,96,96,2,3
8026,8,10,8,10,8,10,6,8,5,6
8027,10,0,10,10,1,1,1,10,3,3
8028,96,96,96,96,96,96,96,96,2,2
8029,96,96,96,96,96,96,96,96,3,3
8030,8,8,8,9,7,6,8,9,4,6
8031,8,8,10,10,10,4,8,10,1,3
8032,96,96,96,96,96,96,96,96,1,3
8033,7,3,7,10,1,3,8,10,1,1
8034,96,96,96,96,96,96,96,96,2,2
8035,97,99,7,97,97,5,7,8,2,2
8036,96,96,96,96,96,96,96,96,2,2
8037,10,0,10,10,0,0,10,10,1,4
8038,8,6,10,10,10,8,9,10,2,6
8039,96,96,96,96,96,96,96,96,3,3
8040,10,96,10,10,10,0,10,10,6,6
8041,8,8,8,9,5,5,9,10,6,6
8042,8,96,9,10,6,3,4,8,1,5
8043,10,2,10,10,2,0,9,10,6,6
8044,96,96,96,96,96,96,96,96,2,2
8045,10,5,10,10,4,5,10,10,2,6
8046,8,8,9,10,10,9,10,10,4,4
8047,8,6,9,10,5,5,6,8,2,3
8048,10,2,10,10,0,4,10,10,4,6
8049,10,96,8,10,5,2,4,9,1,4
8050,96,96,96,96,96,96,96,96,1,3
8051,96,96,96,96,96,96,96,96,1,3
8052,96,96,96,96,96,96,96,96,1,2
8053,96,96,96,96,96,96,96,96,4,5
8054,10,5,10,10,6,5,10,10,2,6
8055,96,96,96,96,96,96,96,96,2,4
8056,96,96,96,96,96,96,96,96,1,2
8057,10,7,9,10,3,3,9,10,1,6
8058,7,7,8,10,10,5,7,10,2,4
8059,10,1,10,10,0,1,10,10,6,6
8060,6,5,10,10,10,7,10,10,1,1
8061,8,8,8,10,10,7,10,10,4,4
8062,96,96,96,96,96,96,96,96,1,1
8063,8,3,9,9,1,7,8,10,2,3
8064,96,96,96,96,96,96,96,96,1,3
8065,1,10,5,10,10,10,7,8,3,6
8066,9,96,10,10,1,2,10,10,1,3
8067,8,3,7,10,7,1,5,10,6,6
8068,96,96,96,96,96,96,96,96,1,4
8069,96,96,96,96,96,96,96,96,1,1
8070,96,96,96,96,96,96,96,96,2,2
8071,96,96,96,96,96,96,96,96,1,2
8072,96,96,96,96,96,96,96,96,3,3
8073,6,96,9,10,7,2,8,8,3,5
8074,10,5,7,10,2,6,9,10,1,3
8075,8,10,9,10,10,2,10,7,3,3
8076,9,5,8,10,5,8,10,10,2,3
8077,6,96,5,8,6,8,9,10,1,1
8078,10,10,10,10,8,8,10,10,2,6
8079,96,96,96,96,96,96,96,96,2,6
8080,10,3,9,10,0,2,10,10,5,6
8081,7,8,8,8,0,7,8,8,3,5
8082,7,5,8,10,3,3,10,10,3,5
8083,8,5,10,10,10,7,3,5,4,4
8084,8,5,8,8,10,5,7,8,1,4
8085,10,7,0,10,4,0,10,10,1,5
8086,8,5,10,10,3,3,8,9,5,6
8087,8,8,6,10,0,9,97,9,3,6
8088,8,6,10,7,8,2,5,10,5,5
8089,10,96,10,10,10,7,10,10,1,1
8090,10,1,10,10,0,2,10,10,2,3
8091,5,96,8,10,1,8,9,10,4,6
8092,9,2,9,9,2,4,9,9,3,5
8093,7,96,7,9,9,5,9,5,3,4
8094,96,96,96,96,96,96,96,96,1,4
8095,10,0,10,10,97,97,10,10,3,5
8096,7,7,10,10,0,4,8,4,3,3
8097,96,96,96,96,96,96,96,96,3,5
8098,10,5,8,8,3,2,6,6,4,4
8099,10,9,10,10,7,7,10,9,2,4
8100,8,6,9,10,3,3,7,9,1,4
8101,96,96,96,96,96,96,96,96,1,2
8102,96,96,96,96,96,96,96,96,1,1
8103,96,96,96,96,96,96,96,96,1,1
8104,96,96,96,96,96,96,96,96,2,2
8105,7,5,8,9,3,6,7,9,3,6
8106,8,4,10,10,5,7,10,10,2,2
8107,10,96,10,10,0,0,10,10,1,2
8108,96,96,96,96,96,96,96,96,3,6
8109,8,96,10,9,2,2,5,8,1,4
8110,10,2,10,10,0,2,10,10,6,6
8111,96,96,96,96,96,96,96,96,2,3
8112,96,96,96,96,96,96,96,96,1,6
8113,10,0,10,10,0,3,10,10,3,6
8114,10,5,10,10,10,5,9,9,3,4
8115,7,96,7,8,10,5,8,9,3,3
8116,96,96,96,96,96,96,96,96,2,2
8117,10,1,10,10,0,97,10,10,2,2
8118,10,5,7,10,7,7,10,10,2,2
8119,10,5,10,10,5,0,5,10,1,1
8120,96,96,96,96,96,96,96,96,1,3
8121,96,96,96,96,96,96,96,96,2,5
8122,8,5,10,10,5,3,5,8,6,6
8123,8,97,10,10,5,3,10,10,3,4
8124,9,7,9,10,10,5,9,10,3,5
8125,96,96,96,96,96,96,96,96,1,1
8126,10,3,8,10,5,5,7,9,1,1
8127,10,10,10,10,10,10,10,10,3,5
8128,96,96,96,96,96,96,96,96,1,2
8129,9,7,6,10,5,7,8,9,3,3
8130,96,96,96,96,96,96,96,96,2,4
8131,96,96,96,96,96,96,96,96,2,3
8132,96,96,96,96,96,96,96,96,1,6
8133,96,96,96,96,96,96,96,96,1,2
8134,8,2,10,10,7,2,10,10,6,6
8135,10,4,8,10,7,7,10,10,3,3
8136,5,96,9,9,0,5,9,10,2,4
8137,96,96,96,96,96,96,96,96,1,2
8138,5,5,1,8,10,5,5,8,3,3
8139,96,96,96,96,96,96,96,96,1,4
8140,96,96,96,96,96,96,96,96,5,5
8141,96,96,96,96,96,96,96,96,1,2
8142,96,96,96,96,96,96,96,96,1,1
8143,96,96,96,96,96,96,96,96,3,6
8144,3,7,10,7,10,10,5,5,6,6
8145,96,96,96,96,96,96,96,96,3,4
8146,96,96,96,96,96,96,96,96,1,2
8147,5,0,3,8,5,5,10,8,4,6
8148,9,0,10,10,5,4,10,10,3,4
8149,8,99,9,10,0,5,10,10,3,5
8150,96,96,96,96,96,96,96,96,1,2
8151,5,7,6,4,3,7,5,7,4,6
8152,8,6,10,10,3,3,8,8,6,6
8153,10,5,9,10,10,6,10,10,2,3
8154,96,96,96,96,96,96,96,96,1,1
8155,10,97,10,10,10,5,10,10,2,2
8156,96,96,96,96,96,96,96,96,1,2
8157,96,96,96,96,96,96,96,96,1,1
8158,96,96,96,96,96,96,96,96,3,5
8159,5,6,10,10,7,6,8,8,2,2
8160,9,8,9,10,8,3,7,8,3,3
8161,8,96,8,10,10,5,8,10,1,6
8162,10,5,10,10,0,8,8,7,3,3
8163,96,96,96,96,96,96,96,96,2,4
8164,5,4,10,10,5,0,10,5,2,5
8165,7,2,10,10,1,5,7,10,4,6
8166,10,96,10,10,4,5,5,10,1,4
8167,96,96,96,96,96,96,96,96,3,4
8168,10,96,10,10,10,8,10,10,2,2
8169,10,7,10,10,5,5,5,9,2,5
8170,10,96,10,9,2,1,9,10,1,5
8171,10,4,10,10,1,4,9,9,2,4
8172,96,96,96,96,96,96,96,96,1,1
8173,96,96,96,96,96,96,96,96,2,2
8174,96,96,96,96,96,96,96,96,2,4
8175,10,3,10,10,4,5,7,10,3,5
8176,96,96,96,96,96,96,96,96,1,1
8177,10,96,10,10,0,0,10,10,6,6
8178,96,96,96,96,96,96,96,96,2,5
8179,5,96,7,9,5,5,9,5,4,6
8180,96,96,96,96,96,96,96,96,2,4
8181,10,4,10,10,10,4,10,10,6,6
8182,8,2,9,9,5,6,8,8,4,4
8183,96,96,96,96,96,96,96,96,1,1
8184,96,96,96,96,96,96,96,96,3,3
8185,10,96,10,10,7,0,8,10,2,6
8186,8,4,6,10,0,0,10,8,2,3
8187,96,96,96,96,96,96,96,96,1,3
8188,96,96,96,96,96,96,96,96,2,2
8189,8,96,8,10,10,2,10,10,2,2
8190,8,96,8,7,2,5,9,8,1,1
8191,96,96,96,96,96,96,96,96,2,2
8192,6,7,9,9,5,6,8,9,2,2
8193,96,96,96,96,96,96,96,96,5,5
8194,96,96,96,96,96,96,96,96,6,6
8195,6,8,6,8,5,5,5,5,4,6
8196,96,96,96,96,96,96,96,96,1,1
8197,96,96,96,96,96,96,96,96,1,2
8198,96,96,96,96,96,96,96,96,3,6
8199,8,96,8,10,1,1,10,9,4,6
8200,96,96,96,96,96,96,96,96,3,3
8201,96,96,96,96,96,96,96,96,1,3
8202,96,96,96,96,96,96,96,96,3,3
8203,7,7,6,8,10,7,5,8,1,6
8204,96,96,96,96,96,96,96,96,1,2
8205,5,10,5,10,10,8,4,10,3,3
8206,96,96,96,96,96,96,96,96,1,6
8207,10,10,8,10,5,5,7,10,1,1
8208,10,6,10,10,0,4,10,10,3,4
8209,96,96,96,96,96,96,96,96,2,2
8210,8,96,8,9,3,6,7,9,1,3
8211,10,7,9,10,4,1,9,10,3,6
8212,8,2,5,10,3,2,10,10,2,2
8213,10,0,10,10,0,0,10,10,2,4
8214,8,3,10,10,10,7,9,8,4,4
8215,96,96,96,96,96,96,96,96,2,2
8216,8,2,8,10,5,8,6,8,6,6
8217,8,8,10,10,10,0,8,8,4,6
8218,10,96,10,10,0,0,10,10,1,1
8219,8,2,8,8,1,4,10,10,4,6
8220,96,96,96,96,96,96,96,96,1,1
8221,10,10,7,10,6,10,8,10,2,2
8222,96,96,96,96,96,96,96,96,2,2
8223,96,96,96,96,96,96,96,96,3,3
8224,8,6,5,10,2,2,5,6,3,3
8225,96,96,96,96,96,96,96,96,1,5
8226,6,10,8,7,7,10,5,9,1,4
8227,10,5,10,10,0,5,10,10,1,4
8228,10,1,10,10,0,1,10,10,3,4
8229,96,96,96,96,96,96,96,96,1,5
8230,9,6,10,10,2,2,10,10,1,4
8231,96,96,96,96,96,96,96,96,1,1
8232,10,8,10,10,1,5,8,10,2,6
8233,10,4,10,10,3,4,10,10,3,3
8234,8,3,10,9,5,7,8,7,4,6
8235,10,5,8,10,5,8,10,10,2,4
8236,9,6,10,10,10,6,9,10,2,2
8237,8,4,8,10,4,8,10,10,4,4
8238,96,96,96,96,96,96,96,96,2,2
8239,9,6,10,10,10,5,8,10,2,5
8240,7,5,7,6,2,4,7,8,1,3
8241,96,96,96,96,96,96,96,96,1,1
8242,8,1,10,10,4,3,10,10,3,3
8243,96,96,96,96,96,96,96,96,2,2
8244,10,0,10,10,0,0,10,10,3,3
8245,96,96,96,96,96,96,96,96,2,2
8246,8,7,8,9,5,7,6,0,2,2
8247,96,96,96,96,96,96,96,96,2,3
8248,96,96,96,96,96,96,96,96,2,6
8249,96,96,96,96,96,96,96,96,4,5
8250,8,96,10,10,8,7,8,10,3,6
8251,5,5,8,9,8,8,8,8,6,6
8252,96,96,96,96,96,96,96,96,1,5
8253,6,5,2,9,4,3,3,5,3,3
8254,8,96,9,10,3,2,8,9,2,5
8255,96,96,96,96,96,96,96,96,1,3
8256,96,96,96,96,96,96,96,96,2,3
8257,96,96,96,96,96,96,96,96,4,6
8258,96,96,96,96,96,96,96,96,1,2
8259,7,6,9,9,10,0,5,10,3,6
8260,10,7,10,7,0,5,10,10,2,2
8261,96,96,96,96,96,96,96,96,1,1
8262,96,96,96,96,96,96,96,96,2,2
8263,8,5,10,10,3,5,10,10,3,6
8264,8,3,7,8,3,3,8,8,2,3
8265,7,8,9,9,10,7,6,8,5,6
8266,10,96,6,10,3,4,10,10,1,5
8267,96,96,96,96,96,96,96,96,1,1
8268,96,96,96,96,96,96,96,96,1,2
8269,5,10,10,10,10,10,6,10,2,2
8270,6,5,8,8,10,7,7,8,3,3
8271,9,9,9,9,5,7,7,9,3,4
8272,10,8,10,10,5,3,7,10,2,3
8273,96,96,96,96,96,96,96,96,3,3
8274,6,10,10,10,0,2,10,9,2,2
8275,96,96,96,96,96,96,96,96,1,3
8276,96,96,96,96,96,96,96,96,6,6
8277,96,96,96,96,96,96,96,96,3,5
8278,5,10,0,8,10,8,5,7,2,6
8279,96,96,96,96,96,96,96,96,1,1
8280,7,5,8,8,5,7,6,7,3,6
8281,96,96,96,96,96,96,96,96,1,3
8282,96,96,96,96,96,96,96,96,2,4
8283,96,96,96,96,96,96,96,96,3,6
8284,96,96,96,96,96,96,96,96,2,4
8285,10,5,10,9,0,0,9,10,2,3
8286,8,97,10,9,5,6,8,8,1,6
8287,7,10,7,10,9,10,5,10,2,6
8288,96,96,96,96,96,96,96,96,1,6
8289,96,96,96,96,96,96,96,96,1,1
8290,10,5,9,10,1,4,9,10,1,1
8291,10,5,10,10,1,0,5,10,6,6
8292,96,96,96,96,96,96,96,96,1,3
8293,96,96,96,96,96,96,96,96,2,2
8294,96,96,96,96,96,96,96,96,1,1
8295,96,96,96,96,96,96,96,96,1,2
8296,10,96,8,10,3,3,7,10,2,6
8297,10,8,8,10,5,3,10,10,2,6
8298,10,5,10,10,10,8,8,10,4,4
8299,96,96,96,96,96,96,96,96,1,1
8300,7,6,6,9,7,7,7,7,4,6
8301,10,2,10,10,0,0,10,8,2,4
8302,8,96,8,9,3,5,7,8,2,2
8303,10,0,9,10,2,9,10,10,1,6
8304,8,3,8,9,3,4,5,7,6,6
8305,96,96,96,96,96,96,96,96,3,5
8306,8,5,8,10,5,7,8,10,2,4
8307,8,9,10,10,6,4,7,9,2,3
8308,8,4,9,8,0,2,5,10,1,4
8309,10,8,8,10,10,7,8,10,2,4
8310,9,4,9,10,3,4,8,8,1,6
8311,1,7,7,9,8,5,8,8,1,6
8312,3,8,8,10,3,10,4,5,4,5
8313,96,96,96,96,96,96,96,96,6,6
8314,96,96,96,96,96,96,96,96,6,6
8315,8,8,10,10,10,7,10,8,1,5
8316,96,96,96,96,96,96,96,96,3,4
8317,10,96,10,10,8,6,10,10,2,2
8318,8,0,10,10,0,0,10,8,6,6
8319,96,96,96,96,96,96,96,96,3,3
8320,8,5,8,10,5,5,8,8,3,3
8321,8,7,10,10,8,5,8,10,3,4
8322,9,4,10,10,9,3,9,10,2,4
8323,96,96,96,96,96,96,96,96,1,1
8324,96,96,96,96,96,96,96,96,3,4
8325,7,96,8,9,6,8,7,7,3,3
8326,8,7,1,9,1,2,8,9,6,6
8327,10,96,10,10,5,0,10,8,4,5
8328,96,96,96,96,96,96,96,96,2,3
8329,7,6,7,8,0,5,9,8,5,5
8330,6,96,5,7,3,3,8,8,1,2
8331,96,96,96,96,96,96,96,96,3,6
8332,9,5,3,10,9,7,7,9,4,4
8333,5,6,9,8,10,4,6,6,1,5
8334,96,96,96,96,96,96,96,96,2,2
8335,96,96,96,96,96,96,96,96,2,2
8336,9,96,10,10,0,0,10,10,2,2
8337,8,9,9,10,6,0,8,8,4,6
8338,96,96,96,96,96,96,96,96,3,3
8339,10,5,7,10,10,2,5,5,1,1
8340,7,4,8,9,2,2,7,8,4,6
8341,10,10,10,10,10,5,10,10,2,2
8342,96,96,96,96,96,96,96,96,1,1
8343,10,0,10,10,0,0,10,10,1,1
8344,10,5,7,8,5,9,6,10,1,2
8345,8,7,9,9,10,8,7,10,2,4
8346,8,10,7,9,7,9,7,10,4,4
8347,6,5,4,7,4,3,6,7,3,3
8348,96,96,96,96,96,96,96,96,1,4
8349,9,0,8,9,1,3,9,9,3,6
8350,8,96,7,9,7,4,8,7,1,6
8351,5,10,0,8,8,10,9,9,6,6
8352,96,96,96,96,96,96,96,96,1,1
8353,7,2,5,8,1,2,8,5,4,4
8354,9,1,9,10,2,1,9,9,2,4
8355,96,96,96,96,96,96,96,96,1,2
8356,96,96,96,96,96,96,96,96,3,6
8357,9,96,9,10,5,5,8,9,5,6
8358,7,6,8,8,3,6,6,5,3,6
8359,96,96,96,96,96,96,96,96,6,6
8360,5,96,8,8,10,2,5,4,1,1
8361,0,96,6,6,5,5,9,8,3,3
8362,96,96,96,96,96,96,96,96,1,1
8363,10,4,8,10,8,2,9,10,3,4
8364,10,6,10,10,0,0,10,10,2,3
8365,8,96,8,10,5,3,8,10,3,6
8366,96,96,96,96,96,96,96,96,2,3
8367,7,7,9,10,3,7,5,8,6,6
8368,96,96,96,96,96,96,96,96,3,3
8369,10,0,10,10,0,7,10,10,3,3
8370,9,1,5,10,1,6,7,10,2,3
8371,96,96,96,96,96,96,96,96,2,4
8372,8,5,8,10,5,2,10,8,3,5
8373,8,7,10,10,8,3,7,8,3,4
8374,96,96,96,96,96,96,96,96,2,4
8375,10,0,97,10,0,5,10,97,3,3
8376,9,7,5,10,0,3,8,10,2,2
8377,8,8,8,8,5,8,7,10,2,2
8378,96,96,96,96,96,96,96,96,1,1
8379,10,3,10,9,0,5,9,10,1,4
8380,96,96,96,96,96,96,96,96,1,1
8381,7,96,8,8,5,6,7,10,1,5
8382,96,96,96,96,96,96,96,96,1,2
8383,96,96,96,96,96,96,96,96,5,6
8384,96,96,96,96,96,96,96,96,2,2
8385,96,96,96,96,96,96,96,96,2,2
8386,96,96,96,96,96,96,96,96,1,6
8387,96,96,96,96,96,96,96,96,1,1
8388,96,96,96,96,96,96,96,96,1,3
8389,5,96,8,10,10,0,8,8,1,1
8390,96,96,96,96,96,96,96,96,2,2
8391,8,5,8,9,1,0,10,10,3,6
8392,8,7,8,10,0,7,8,9,2,6
8393,7,3,6,7,3,3,6,6,3,4
8394,7,10,8,10,8,6,10,10,1,4
8395,5,10,10,10,10,10,10,10,3,6
8396,7,4,10,10,2,5,10,10,2,2
8397,7,5,7,10,5,5,8,5,3,6
8398,8,3,10,8,5,10,7,10,3,6
8399,10,3,9,10,8,5,9,10,3,4
8400,7,10,10,10,10,9,10,10,3,5
8401,8,7,7,8,4,5,8,10,2,4
8402,8,99,8,8,4,5,5,8,1,1
8403,96,96,96,96,96,96,96,96,2,5
8404,10,8,8,10,0,2,8,8,2,2
8405,10,10,10,10,0,7,9,10,2,4
8406,96,96,96,96,96,96,96,96,1,2
8407,8,5,5,10,5,3,10,10,3,3
8408,5,5,5,5,10,10,8,10,6,6
8409,8,5,10,8,8,3,5,7,5,6
8410,96,96,96,96,96,96,96,96,1,1
8411,10,1,10,10,0,0,10,10,3,4
8412,96,96,96,96,96,96,96,96,2,2
8413,10,4,10,10,0,5,10,10,6,6
8414,7,5,7,8,5,2,9,9,5,5
8415,96,96,96,96,96,96,96,96,1,6
8416,96,96,96,96,96,96,96,96,2,3
8417,9,96,9,9,0,0,10,10,1,4
8418,96,96,96,96,96,96,96,96,1,2
8419,96,96,96,96,96,96,96,96,1,2
8420,10,9,10,10,0,5,10,10,3,5
8421,9,8,10,10,9,3,7,10,6,6
8422,96,96,96,96,96,96,96,96,2,2
8423,96,96,96,96,96,96,96,96,2,3
8424,8,2,10,10,2,2,8,8,6,6
8425,96,96,96,96,96,96,96,96,1,1
8426,96,96,96,96,96,96,96,96,2,4
8427,9,6,10,9,10,5,8,10,3,3
8428,96,96,96,96,96,96,96,96,2,4
8429,8,8,6,8,5,5,6,10,4,5
8430,8,0,8,8,0,8,5,6,6,6
8431,96,96,96,96,96,96,96,96,1,2
8432,96,96,96,96,96,96,96,96,1,2
8433,96,96,96,96,96,96,96,96,1,1
8434,5,3,8,10,5,6,3,5,1,1
8435,96,96,96,96,96,96,96,96,1,2
8436,8,5,6,8,6,6,6,8,3,3
8437,10,10,10,10,10,5,5,10,4,4
8438,96,96,96,96,96,96,96,96,2,3
8439,96,96,96,96,96,96,96,96,3,3
8440,96,96,96,96,96,96,96,96,2,2
8441,7,96,5,7,0,3,10,8,2,4
8442,7,10,6,10,10,10,8,8,4,6
8443,96,96,96,96,96,96,96,96,1,1
8444,96,96,96,96,96,96,96,96,2,2
8445,8,96,8,8,10,7,7,10,3,3
8446,96,96,96,96,96,96,96,96,2,2
8447,10,7,9,10,0,4,9,10,1,5
8448,96,96,96,96,96,96,96,96,1,6
8449,10,9,10,10,10,10,9,10,3,3
8450,10,5,10,10,0,3,10,10,4,4
8451,10,9,5,9,10,8,9,10,1,1
8452,5,96,5,9,0,0,10,10,1,2
8453,10,5,10,10,0,0,10,10,3,6
8454,8,4,6,10,0,2,10,10,2,6
8455,10,3,8,10,0,3,7,10,3,6
8456,5,8,6,6,10,7,5,8,3,3
8457,5,5,7,10,5,5,4,8,2,2
8458,96,96,96,96,96,96,96,96,2,2
8459,9,5,6,9,10,3,7,10,2,2
8460,7,5,9,8,0,0,97,8,3,4
8461,96,96,96,96,96,96,96,96,2,2
8462,96,96,96,96,96,96,96,96,5,5
8463,8,4,10,10,4,4,8,10,4,6
8464,8,96,9,8,3,6,10,9,3,5
8465,8,8,9,10,7,6,9,9,3,6
8466,96,96,96,96,96,96,96,96,1,3
8467,9,0,8,10,0,2,9,9,4,6
8468,96,96,96,96,96,96,96,96,1,2
8469,8,10,8,10,10,10,5,8,6,6
8470,6,4,7,9,2,3,5,7,1,4
8471,96,96,96,96,96,96,96,96,3,3
8472,10,0,10,10,0,0,10,10,4,5
8473,9,3,9,9,1,1,9,10,2,5
8474,96,96,96,96,96,96,96,96,1,1
8475,5,96,8,10,10,5,0,7,3,5
8476,8,8,10,9,1,2,9,9,3,6
8477,96,96,96,96,96,96,96,96,1,1
8478,10,96,9,10,0,2,10,10,2,6
8479,96,96,96,96,96,96,96,96,1,1
8480,8,10,10,10,5,8,9,9,3,5
8481,96,96,96,96,96,96,96,96,1,3
8482,5,0,5,10,1,3,10,10,6,6
8483,8,6,7,8,0,5,10,7,3,3
8484,96,96,96,96,96,96,96,96,2,2
8485,9,7,10,10,3,4,6,10,4,6
8486,10,1,10,10,0,0,10,10,2,2
8487,96,96,96,96,96,96,96,96,1,1
8488,10,96,10,10,0,0,7,10,2,6
8489,10,8,10,10,0,0,7,10,3,6
8490,10,96,10,10,0,0,10,10,1,2
8491,96,96,96,96,96,96,96,96,2,2
8492,10,96,8,8,10,10,10,10,3,3
8493,8,5,9,8,5,4,6,9,2,6
8494,7,6,10,10,8,3,10,10,4,4
8495,96,96,96,96,96,96,96,96,2,2
8496,96,96,96,96,96,96,96,96,2,2
8497,96,96,96,96,96,96,96,96,1,1
8498,3,8,8,8,10,8,10,10,3,6
8499,96,96,96,96,96,96,96,96,2,2
8500,8,4,10,10,2,6,7,10,2,4
8501,96,96,96,96,96,96,96,96,1,6
8502,96,96,96,96,96,96,96,96,2,3
8503,10,96,10,10,0,1,10,10,2,2
8504,96,96,96,96,96,96,96,96,2,6
8505,96,96,96,96,96,96,96,96,1,4
8506,8,10,10,10,0,3,10,10,1,3
8507,10,5,10,10,0,5,10,10,3,3
8508,10,2,10,10,5,4,6,10,2,2
8509,96,96,96,96,96,96,96,96,6,6
8510,96,96,96,96,96,96,96,96,2,4
8511,10,96,10,10,0,2,9,10,1,1
8512,96,96,96,96,96,96,96,96,2,2
8513,7,5,5,8,3,6,8,9,6,6
8514,10,10,10,10,5,5,10,10,3,6
8515,8,5,8,10,5,5,10,10,2,3
8516,96,96,96,96,96,96,96,96,2,2
8517,96,96,96,96,96,96,96,96,2,3
8518,7,6,9,9,3,3,8,8,3,5
8519,9,2,10,10,0,2,10,10,2,4
8520,8,3,10,10,0,2,10,10,4,4
8521,10,96,10,8,2,5,10,10,1,2
8522,8,3,9,9,10,7,10,9,6,6
8523,5,10,5,7,0,10,0,4,1,1
8524,96,96,96,96,96,96,96,96,3,4
8525,10,1,10,10,1,0,10,10,2,2
8526,96,96,96,96,96,96,96,96,1,1
8527,96,96,96,96,96,96,96,96,1,3
8528,7,6,9,9,7,7,8,9,1,5
8529,8,8,10,10,3,2,10,10,2,3
8530,10,10,10,10,10,5,10,10,3,3
8531,6,4,9,9,10,10,10,10,3,6
8532,10,10,10,9,8,8,10,10,3,5
8533,7,4,8,7,1,3,10,9,1,2
8534,8,1,8,9,3,3,7,9,5,5
8535,10,96,10,10,4,5,10,10,1,4
8536,9,96,9,10,3,1,10,8,2,4
8537,96,96,96,96,96,96,96,96,2,2
8538,10,0,10,10,10,7,10,10,5,5
8539,10,7,10,10,7,0,7,10,2,4
8540,9,5,10,10,5,1,10,10,2,5
8541,5,3,4,4,5,5,5,5,2,4
8542,8,8,10,10,9,2,8,3,2,3
8543,96,96,96,96,96,96,96,96,3,6
8544,96,96,96,96,96,96,96,96,2,3
8545,10,5,8,10,3,5,8,8,4,6
8546,4,8,0,10,10,8,4,4,3,6
8547,96,96,96,96,96,96,96,96,2,6
8548,6,5,4,6,7,5,6,7,4,6
8549,96,96,96,96,96,96,96,96,2,3
8550,4,10,10,10,10,8,10,10,3,6
8551,10,10,10,10,0,0,10,10,3,6
8552,96,96,96,96,96,96,96,96,1,1
8553,96,96,96,96,96,96,96,96,1,1
8554,96,96,96,96,96,96,96,96,2,3
8555,10,2,2,10,0,0,9,10,2,2
8556,8,10,10,10,10,10,10,10,2,2
8557,96,96,96,96,96,96,96,96,1,2
8558,96,96,96,96,96,96,96,96,2,2
8559,8,10,10,10,2,5,5,8,2,2
8560,7,4,6,8,9,6,7,8,2,6
8561,10,3,10,10,0,2,10,10,6,6
8562,96,96,96,96,96,96,96,96,2,2
8563,9,3,10,10,3,1,9,10,4,6
8564,96,96,96,96,96,96,96,96,1,1
8565,10,0,10,10,8,0,10,10,2,3
8566,96,96,96,96,96,96,96,96,3,3
8567,96,96,96,96,96,96,96,96,2,2
8568,10,10,10,10,10,5,10,10,1,1
8569,96,96,96,96,96,96,96,96,1,6
8570,8,0,9,10,0,0,8,9,6,6
8571,96,96,96,96,96,96,96,96,1,4
8572,9,4,9,9,7,7,8,9,3,4
8573,10,5,10,10,0,0,10,10,6,6
8574,5,8,8,9,2,5,5,10,3,6
8575,96,96,96,96,96,96,96,96,1,2
